------+-----------------------+-------------+----+---------+------+-----------------------+-------------------------------------------------------------------
 Line | # File           Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code                                                      
  240 |  1 Uniprox.asm    229 | Code        | 11 |         |    2 | 00/8146 : A0 00       |               ldy   #0             ;For indirect load
  241 |  1 Uniprox.asm    230 | Code        | 11 |         |    2 | 00/8148 : B1 06       |               lda   ({$0006}),y    ;Get the byte
  242 |  1 Uniprox.asm    231 | Comment     | 11 |         |    0 | 00/814A               | *
  243 |  1 Uniprox.asm    232 | Comment     | 11 |         |    0 | 00/814A               | * Now the Acc has the low oreder ProDOS entry point.
  244 |  1 Uniprox.asm    233 | Comment     | 11 |         |    0 | 00/814A               | * The PC entry is three locations past this ...
  245 |  1 Uniprox.asm    234 | Comment     | 11 |         |    0 | 00/814A               | *
  246 |  1 Uniprox.asm    235 | Code        | 11 |         |    1 | 00/814A : 18          |               clc                  
  247 |  1 Uniprox.asm    236 | Code        | 11 |         |    2 | 00/814B : 69 03       |               adc   #3             
  248 |  1 Uniprox.asm    237 | Code        | 11 |         |    2 | 00/814D : 85 06       |               sta   {$0006}        
  249 |  1 Uniprox.asm    238 | Comment     | 11 |         |    0 | 00/814F               | *
  250 |  1 Uniprox.asm    239 | Comment     | 11 |         |    0 | 00/814F               | * Now ZPTempL has PC entry point.
  251 |  1 Uniprox.asm    240 | Comment     | 11 |         |    0 | 00/814F               | * Return with carry clear.
  252 |  1 Uniprox.asm    241 | Comment     | 11 |         |    0 | 00/814F               | *
  253 |  1 Uniprox.asm    242 | Code        | 11 |         |    1 | 00/814F : 18          |               clc                  
  254 |  1 Uniprox.asm    243 | Code        | 11 |         |    1 | 00/8150 : 60          |               rts                  
  255 |  1 Uniprox.asm    244 | Comment     | 11 |         |    0 | 00/8151               | ***********************************************************
  256 |  1 Uniprox.asm    245 | Comment     | 11 |         |    0 | 00/8151               | *
  257 |  1 Uniprox.asm    246 | Comment     | 11 |         |    0 | 00/8151               | * There are the PC signature bytes in their relative order.
  258 |  1 Uniprox.asm    247 | Comment     | 11 |         |    0 | 00/8151               | * The $FF bytes are filler bytes and are not compared.
  259 |  1 Uniprox.asm    248 | Comment     | 11 |         |    0 | 00/8151               | *
  260 |  1 Uniprox.asm    249 | Data        | 11 |         |    4 | 00/8151 : FF 20 FF 00 | sigtab        dfb   $FF,$20,$FF,$00
  261 |  1 Uniprox.asm    250 | Data        | 11 |         |    4 | 00/8155 : FF 03 FF 00 |               dfb   $FF,$03,$FF,$00
  262 |  1 Uniprox.asm    251 | Comment     | 11 |         |    0 | 00/8159               | *
  263 |  1 Uniprox.asm    252 | Empty       | 11 |         |    0 | 00/8159               | ozunid_12                          
  264 |  1 Uniprox.asm    252 | Equivalence | 11 |         |    0 | 00/8159               | Dispatch      equ   ozunid_12      
  265 |  1 Uniprox.asm    253 | Code        | 11 |         |    3 | 00/8159 : 6C 06 00    |               jmp   ({$0006})      ;Simulate an indirect JSR to PC
  266 |  1 Uniprox.asm    254 | Comment     | 11 |         |    0 | 00/815C               | *
  267 |  1 Uniprox.asm    255 | Comment     | 11 |         |    0 | 00/815C               | *** Status Parameter Set for UNI ***
  268 |  1 Uniprox.asm    256 | Empty       | 11 |         |    0 | 00/815C               | ozunid_13                          
  269 |  1 Uniprox.asm    256 | Equivalence | 11 |         |    0 | 00/815C               | DParms        equ   ozunid_13      
  270 |  1 Uniprox.asm    257 | Data        | 11 |         |    1 | 00/815C : 03          | DPParmsCt     dfb   3              ;Status calls have three parameters
  271 |  1 Uniprox.asm    258 | Data        | 11 |         |    1 | 00/815D : 01          | DPUnit        dfb   1              
  272 |  1 Uniprox.asm    259 | Data        | 11 |         |    2 | 00/815E : 7F 81       | DPBuffer      dw    {ozunid_16}    
  273 |  1 Uniprox.asm    260 | Data        | 11 |         |    1 | 00/8160 : 05          | DPStatCode    dfb   {5}            
  274 |  1 Uniprox.asm    261 | Comment     | 11 |         |    0 | 00/8161               | *
  275 |  1 Uniprox.asm    262 | Comment     | 11 |         |    0 | 00/8161               | *
  276 |  1 Uniprox.asm    263 | Comment     | 11 |         |    0 | 00/8161               | *** Status Parameter Set for DIB ***
  277 |  1 Uniprox.asm    264 | Empty       | 11 |         |    0 | 00/8161               | ozunid_14                          
  278 |  1 Uniprox.asm    264 | Equivalence | 11 |         |    0 | 00/8161               | DParmsDIB     equ   ozunid_14      
  279 |  1 Uniprox.asm    265 | Data        | 11 |         |    1 | 00/8161 : 03          | DPParmsCt2    dfb   3              ;Status calls have three parameters
  280 |  1 Uniprox.asm    266 | Data        | 11 |         |    1 | 00/8162 : 01          | DPUnit2       dfb   1              
  281 |  1 Uniprox.asm    267 | Data        | 11 |         |    2 | 00/8163 : 66 81       | DPBuffer2     dw    {ozunid_15}    
  282 |  1 Uniprox.asm    268 | Data        | 11 |         |    1 | 00/8165 : 03          | DPStatCode2   dfb   {3}            
  283 |  1 Uniprox.asm    269 | Comment     | 11 |         |    0 | 00/8166               | *
  284 |  1 Uniprox.asm    270 | Comment     | 11 |         |    0 | 00/8166               | *
  285 |  1 Uniprox.asm    271 | Comment     | 11 |         |    0 | 00/8166               | *** Status List DIB ***
  286 |  1 Uniprox.asm    272 | Empty       | 11 |         |    0 | 00/8166               | ozunid_15                          
  287 |  1 Uniprox.asm    272 | Equivalence | 11 |         |    0 | 00/8166               | DIB           equ   ozunid_15      
  288 |  1 Uniprox.asm    273 | Data        | 11 |         |    1 | 00/8166 : 00          | DIBStatByte1  dfb   0              
  289 |  1 Uniprox.asm    274 | Data        | 11 |         |    3 | 00/8167 : 00 00 00    | DIBDevSize    dfb   0,0,0          
  290 |  1 Uniprox.asm    275 | Data        | 11 |         |    1 | 00/816A : 00          | DIBNameLen    dfb   0              
  291 |  1 Uniprox.asm    276 | Data        | 11 |         |   16 | 00/816B : 00 00 00 00 | DIBName       ds    16,0           
      |                       |             |    |         |      |           00 00 00 00 |
      |                       |             |    |         |      |           00 00 00 00 |
      |                       |             |    |         |      |           00 00 00 00 |
  292 |  1 Uniprox.asm    277 | Data        | 11 |         |    1 | 00/817B : 00          | DIBType       dfb   0              
  293 |  1 Uniprox.asm    278 | Data        | 11 |         |    1 | 00/817C : 00          | DIBSubType    dfb   0              
  294 |  1 Uniprox.asm    279 | Data        | 11 |         |    2 | 00/817D : 00 00       | DIBVersion    dw    0              
  295 |  1 Uniprox.asm    280 | Comment     | 11 |         |    0 | 00/817F               | *
  296 |  1 Uniprox.asm    281 | Comment     | 11 |         |    0 | 00/817F               | *** Status List UNI ***
  297 |  1 Uniprox.asm    282 | Empty       | 11 |         |    0 | 00/817F               | ozunid_16                          
  298 |  1 Uniprox.asm    282 | Equivalence | 11 |         |    0 | 00/817F               | UNI           equ   ozunid_16      
  299 |  1 Uniprox.asm    283 | Data        | 11 |         |    1 | 00/817F : 00          |               dfb   0              
  300 |  1 Uniprox.asm    284 | Data        | 11 |         |    1 | 00/8180 : 00          | UNIError      dfb   0              
  301 |  1 Uniprox.asm    285 | Data        | 11 |         |    1 | 00/8181 : 00          | UNIRetries    dfb   0              
  302 |  1 Uniprox.asm    286 | Data        | 11 |         |    1 | 00/8182 : 00          | UNIAcc_reg    dfb   0              
  303 |  1 Uniprox.asm    287 | Data        | 11 |         |    1 | 00/8183 : 00          | UNIX_reg      dfb   0              
  304 |  1 Uniprox.asm    288 | Data        | 11 |         |    1 | 00/8184 : 00          | UNIY_reg      dfb   0              
  305 |  1 Uniprox.asm    289 | Data        | 11 |         |    1 | 00/8185 : 00          | UNIP_val      dfb   0              
  306 |  1 Uniprox.asm    290 | Data        | 11 |         |    1 | 00/8186 : 00          | HHH           dfb   0              
  307 |  1 Uniprox.asm    291 | Comment     | 11 |         |    0 | 00/8187               | *
  308 |  1 Uniprox.asm    292 | Comment     | 11 |         |    0 | 00/8187               | *** Set Address ***
  309 |  1 Uniprox.asm    293 | Empty       | 11 |         |    0 | 00/8187               | ozunid_17                          
  310 |  1 Uniprox.asm    293 | Equivalence | 11 |         |    0 | 00/8187               | SET_ADD       equ   ozunid_17      
  311 |  1 Uniprox.asm    294 | Data        | 11 |         |    1 | 00/8187 : 03          |               dfb   3              
  312 |  1 Uniprox.asm    295 | Data        | 11 |         |    1 | 00/8188 : 01          |               dfb   1              
  313 |  1 Uniprox.asm    296 | Data        | 11 |         |    2 | 00/8189 : A5 81       |               dw    {ozunid_23}    
  314 |  1 Uniprox.asm    297 | Data        | 11 |         |    1 | 00/818B : 06          |               dfb   {6}            
  315 |  1 Uniprox.asm    298 | Comment     | 11 |         |    0 | 00/818C               | *
  316 |  1 Uniprox.asm    299 | Comment     | 11 |         |    0 | 00/818C               | *** Download ***
  317 |  1 Uniprox.asm    300 | Empty       | 11 |         |    0 | 00/818C               | ozunid_18                          
  318 |  1 Uniprox.asm    300 | Equivalence | 11 |         |    0 | 00/818C               | DOWNLOAD      equ   ozunid_18      
  319 |  1 Uniprox.asm    301 | Data        | 11 |         |    1 | 00/818C : 03          |               dfb   3              
  320 |  1 Uniprox.asm    302 | Data        | 11 |         |    1 | 00/818D : 01          |               dfb   1              
  321 |  1 Uniprox.asm    303 | Data        | 11 |         |    2 | 00/818E : A9 81       |               dw    {ozunid_24}    
  322 |  1 Uniprox.asm    304 | Data        | 11 |         |    1 | 00/8190 : 07          |               dfb   {7}            
  323 |  1 Uniprox.asm    305 | Comment     | 11 |         |    0 | 00/8191               | *
  324 |  1 Uniprox.asm    306 | Comment     | 11 |         |    0 | 00/8191               | *** Execute ***
  325 |  1 Uniprox.asm    307 | Empty       | 11 |         |    0 | 00/8191               | ozunid_19                          
  326 |  1 Uniprox.asm    307 | Equivalence | 11 |         |    0 | 00/8191               | EXE           equ   ozunid_19      
  327 |  1 Uniprox.asm    308 | Data        | 11 |         |    1 | 00/8191 : 03          |               dfb   3              
  328 |  1 Uniprox.asm    309 | Data        | 11 |         |    1 | 00/8192 : 01          |               dfb   1              
  329 |  1 Uniprox.asm    310 | Data        | 11 |         |    2 | 00/8193 : 9D 81       |               dw    {ozunid_22}    
  330 |  1 Uniprox.asm    311 | Data        | 11 |         |    1 | 00/8195 : 05          |               dfb   {5}            
  331 |  1 Uniprox.asm    312 | Comment     | 11 |         |    0 | 00/8196               | *** Eject ***
  332 |  1 Uniprox.asm    313 | Empty       | 11 |         |    0 | 00/8196               | ozunid_20                          
  333 |  1 Uniprox.asm    313 | Equivalence | 11 |         |    0 | 00/8196               | E_JECT        equ   ozunid_20      
  334 |  1 Uniprox.asm    314 | Data        | 11 |         |    1 | 00/8196 : 03          |               dfb   3              
  335 |  1 Uniprox.asm    315 | Data        | 11 |         |    1 | 00/8197 : 01          |               dfb   1              
  336 |  1 Uniprox.asm    316 | Data        | 11 |         |    2 | 00/8198 : 9B 81       |               dw    {ozunid_21}    
  337 |  1 Uniprox.asm    317 | Data        | 11 |         |    1 | 00/819A : 04          |               dfb   {4}            
  338 |  1 Uniprox.asm    318 | Comment     | 11 |         |    0 | 00/819B               | *
  339 |  1 Uniprox.asm    319 | Comment     | 11 |         |    0 | 00/819B               | ******** CONTROL LISTS ********
  340 |  1 Uniprox.asm    320 | Comment     | 11 |         |    0 | 00/819B               | *
  341 |  1 Uniprox.asm    321 | Comment     | 11 |         |    0 | 00/819B               | *
  342 |  1 Uniprox.asm    322 | Comment     | 11 |         |    0 | 00/819B               | *** Eject ***
  343 |  1 Uniprox.asm    323 | Empty       | 11 |         |    0 | 00/819B               | ozunid_21                          
  344 |  1 Uniprox.asm    323 | Equivalence | 11 |         |    0 | 00/819B               | CNTL_LIST1    equ   ozunid_21      
  345 |  1 Uniprox.asm    324 | Data        | 11 |         |    2 | 00/819B : 00 00       |               dw    $0000          
  346 |  1 Uniprox.asm    325 | Comment     | 11 |         |    0 | 00/819D               | *
  347 |  1 Uniprox.asm    326 | Comment     | 11 |         |    0 | 00/819D               | *** Execute ***
  348 |  1 Uniprox.asm    327 | Empty       | 11 |         |    0 | 00/819D               | ozunid_22                          
  349 |  1 Uniprox.asm    327 | Equivalence | 11 |         |    0 | 00/819D               | CNTL_LIST2    equ   ozunid_22      
  350 |  1 Uniprox.asm    328 | Data        | 11 |         |    1 | 00/819D : 06          | Clow_byte     dfb   $06            
  351 |  1 Uniprox.asm    329 | Data        | 11 |         |    1 | 00/819E : 00          | Chigh_byte    dfb   $00            
  352 |  1 Uniprox.asm    330 | Data        | 11 |         |    1 | 00/819F : 00          | AccValue      dfb   $00            
  353 |  1 Uniprox.asm    331 | Data        | 11 |         |    1 | 00/81A0 : 00          | X_reg         dfb   $00            ;($80E3) Lo Byte start $00 (Unidisk)
  354 |  1 Uniprox.asm    332 | Data        | 11 |         |    1 | 00/81A1 : DF          | Y_reg         dfb   $DF            ;($80E4) Hi Byte One more before start $E0 - $FF-->$00 for zero page (Unidisk)
  355 |  1 Uniprox.asm    333 | Data        | 11 |         |    1 | 00/81A2 : 00          | ProStatus     dfb   $00            
  356 |  1 Uniprox.asm    334 | Data        | 11 |         |    1 | 00/81A3 : 05          | LowPC_reg     dfb   $05            
  357 |  1 Uniprox.asm    335 | Data        | 11 |         |    1 | 00/81A4 : 05          | HighPC_reg    dfb   $05            
  358 |  1 Uniprox.asm    336 | Comment     | 11 |         |    0 | 00/81A5               | *
  359 |  1 Uniprox.asm    337 | Comment     | 11 |         |    0 | 00/81A5               | *** Set Address ***
  360 |  1 Uniprox.asm    338 | Empty       | 11 |         |    0 | 00/81A5               | ozunid_23                          
  361 |  1 Uniprox.asm    338 | Equivalence | 11 |         |    0 | 00/81A5               | CNTL_LIST3    equ   ozunid_23      
  362 |  1 Uniprox.asm    339 | Data        | 11 |         |    1 | 00/81A5 : 02          | CountL_byte   dfb   $02            
  363 |  1 Uniprox.asm    340 | Data        | 11 |         |    1 | 00/81A6 : 00          | CountH_byte   dfb   $00            
  364 |  1 Uniprox.asm    341 | Data        | 11 |         |    1 | 00/81A7 : 05          | LByte_Addr    dfb   $05            
  365 |  1 Uniprox.asm    342 | Data        | 11 |         |    1 | 00/81A8 : 05          | HByte_Addr    dfb   $05            
  366 |  1 Uniprox.asm    343 | Comment     | 11 |         |    0 | 00/81A9               | *
  367 |  1 Uniprox.asm    344 | Comment     | 11 |         |    0 | 00/81A9               | *** Download ***
  368 |  1 Uniprox.asm    345 | Empty       | 11 |         |    0 | 00/81A9               | ozunid_24                          
  369 |  1 Uniprox.asm    345 | Equivalence | 11 |         |    0 | 00/81A9               | CNTL_LIST4    equ   ozunid_24      
  370 |  1 Uniprox.asm    346 | Data        | 11 |         |    1 | 00/81A9 : 0B          | LenghtL_byte  dfb   $0B            
  371 |  1 Uniprox.asm    347 | Data        | 11 |         |    1 | 00/81AA : 00          | LenghtH_byte  dfb   $00            
  372 |  1 Uniprox.asm    348 | Comment     | 11 |         |    0 | 00/81AB               | *
  373 |  1 Uniprox.asm    349 | Comment     | 11 |         |    0 | 00/81AB               | *** Start UNIDISK Program ***
  374 |  1 Uniprox.asm    350 | Comment     | 11 |         |    0 | 00/81AB               | ** Temporaney save in UNIDISK "Free zero page space" the address point stored in UNIDISK X, Y registers**  
  375 |  1 Uniprox.asm    351 | Code        | 11 |         |    2 | 00/81AB : 86 C0       |               stx   $00C0          
  376 |  1 Uniprox.asm    352 | Code        | 11 |         |    2 | 00/81AD : 84 C1       |               sty   $00C1          
  377 |  1 Uniprox.asm    353 | Comment     | 11 |         |    0 | 00/81AF               | ** Store in UNIDISK Accumulator the value of the UniDISK location that is store in $00C0 plus $00C1  		
  378 |  1 Uniprox.asm    354 | Code        | 11 |         |    2 | 00/81AF : A0 00       |               ldy   #0             
  379 |  1 Uniprox.asm    355 | Code        | 11 |         |    2 | 00/81B1 : B1 C0       |               lda   ($00C0),y      
  380 |  1 Uniprox.asm    356 | Comment     | 11 |         |    0 | 00/81B3               | ** Restore the value of Y Unidisk register 
  381 |  1 Uniprox.asm    357 | Code        | 11 |         |    2 | 00/81B3 : A4 C1       |               ldy   $00C1          
  382 |  1 Uniprox.asm    358 | Code        | 11 |         |    1 | 00/81B5 : 60          |               rts                  
------+-----------------------+-------------+----+---------+------+-----------------------+-------------------------------------------------------------------
